age	workclass	education	marital-status	occupation	relationship	race	sex	capital-net	hours-per-week	native-country	Class
mature	 Private	lower	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Tech-support	 Own-child	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	Married	 Machine-op-inspct	 Wife	 White	 Female	high	high	developed	 >50K
young	 Private	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Local-gov	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married-separated	 Sales	 Unmarried	 Black	 Female	low	high	developed	 <=50K
mature	 Private	higher	Married-separated	 Prof-specialty	 Not-in-family	 White	 Female	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Federal-gov	higher	Married	 Sales	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married-separated	 Other-service	 Not-in-family	 White	 Male	low	high	developed	 <=50K
medium	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developing	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married-separated	 Prof-specialty	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Local-gov	higher	 Never-married	 Protective-serv	 Not-in-family	 White	 Male	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 White	 Male	low	high	developed	 <=50K
medium	 Private	higher	 Never-married	 Tech-support	 Unmarried	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	Married-separated	 Sales	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 ?	higher	Married	 ?	 Wife	 Asian-Pac-Islander	 Female	low	low	 ?	 <=50K
young	 Private	lower	 Never-married	 Craft-repair	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Sales	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married	 Adm-clerical	 Husband	 White	 Male	high	low	developed	 >50K
young	 Private	lower	 Never-married	 Other-service	 Not-in-family	 Asian-Pac-Islander	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	Married	 Adm-clerical	 Wife	 Asian-Pac-Islander	 Female	low	low	developing	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Tech-support	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	 Never-married	 Prof-specialty	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Self-emp-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Private	higher	 Never-married	 Sales	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 Asian-Pac-Islander	 Male	high	low	developed	 >50K
young	 ?	lower	 Never-married	 ?	 Own-child	 Black	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	Married-separated	 Prof-specialty	 Not-in-family	 Black	 Female	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	Married	 Machine-op-inspct	 Other-relative	 White	 Female	low	low	developing	 <=50K
medium	 Private	lower	 Never-married	 Tech-support	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Transport-moving	 Not-in-family	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	high	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Prof-specialty	 Wife	 White	 Female	low	high	developed	 >50K
mature	 Self-emp-not-inc	lower	Married	 Handlers-cleaners	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Transport-moving	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 Black	 Male	low	high	developed	 <=50K
medium	 Private	higher	 Never-married	 Adm-clerical	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Local-gov	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Other-relative	 White	 Male	low	high	developing	 <=50K
medium	 Private	lower	 Never-married	 Craft-repair	 Other-relative	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Unmarried	 Black	 Male	low	low	developing	 <=50K
mature	 Private	lower	Married	 Other-service	 Husband	 Black	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	high	low	developed	 >50K
mature	 State-gov	lower	Married	 Protective-serv	 Husband	 White	 Male	high	low	developed	 >50K
medium	 Private	lower	 Never-married	 Farming-fishing	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 State-gov	lower	 Never-married	 Protective-serv	 Own-child	 Black	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	 Never-married	 Sales	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 ?	lower	Married	 ?	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 ?	lower	Married-separated	 ?	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Not-in-family	 White	 Male	low	low	developing	 <=50K
medium	 Private	higher	 Never-married	 Prof-specialty	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	Married	 Other-service	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Local-gov	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 ?	higher	Married	 ?	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Federal-gov	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 Other	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married	 Adm-clerical	 Wife	 White	 Female	low	low	developed	 <=50K
medium	 Self-emp-not-inc	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developing	 <=50K
mature	 Private	lower	Married	 Other-service	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	higher	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married-separated	 Exec-managerial	 Not-in-family	 White	 Male	low	high	developed	 >50K
young	 Private	lower	Married-separated	 Sales	 Not-in-family	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married-separated	 Exec-managerial	 Not-in-family	 White	 Female	low	high	developed	 >50K
mature	 Private	lower	Married-separated	 Sales	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Federal-gov	lower	 Never-married	 Adm-clerical	 Unmarried	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 State-gov	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 Black	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
young	 Local-gov	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Craft-repair	 Wife	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	Married-separated	 Exec-managerial	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Transport-moving	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Female	low	high	developed	 <=50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Local-gov	lower	Married	 Transport-moving	 Wife	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married-separated	 Machine-op-inspct	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Adm-clerical	 Wife	 White	 Female	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Other-relative	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Other-service	 Wife	 White	 Female	low	low	developed	 >50K
medium	 Private	higher	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 State-gov	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	high	 ?	 >50K
mature	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Handlers-cleaners	 Unmarried	 White	 Female	low	low	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Other-relative	 White	 Female	low	low	developed	 <=50K
medium	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Self-emp-inc	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 State-gov	higher	Married	 Protective-serv	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married-separated	 Tech-support	 Not-in-family	 White	 Female	low	high	developed	 <=50K
medium	 Private	lower	Married	 Handlers-cleaners	 Husband	 Other	 Male	low	low	developing	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Private	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 ?	lower	Married	 ?	 Wife	 White	 Female	low	low	developed	 >50K
medium	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Local-gov	lower	Married-separated	 Other-service	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Unmarried	 Black	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married-separated	 Exec-managerial	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	high	developed	 >50K
medium	 State-gov	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developing	 <=50K
medium	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Local-gov	lower	Married-separated	 Machine-op-inspct	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
mature	 State-gov	lower	Married-separated	 Transport-moving	 Unmarried	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 State-gov	higher	Married	 Exec-managerial	 Wife	 White	 Female	low	low	developed	 >50K
medium	 Private	lower	Married-separated	 Farming-fishing	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Craft-repair	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Federal-gov	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Male	low	high	developing	 <=50K
mature	 Self-emp-inc	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Local-gov	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 ?	lower	Married-separated	 ?	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	Married-separated	 Prof-specialty	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Other-service	 Wife	 White	 Female	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Craft-repair	 Own-child	 Asian-Pac-Islander	 Male	low	low	developing	 <=50K
medium	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Local-gov	lower	 Never-married	 Farming-fishing	 Not-in-family	 Black	 Male	low	high	developed	 <=50K
mature	 Local-gov	lower	 Never-married	 Protective-serv	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Local-gov	lower	Married	 Adm-clerical	 Wife	 White	 Female	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Federal-gov	lower	 Never-married	 Armed-Forces	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Craft-repair	 Other-relative	 White	 Male	low	low	developing	 <=50K
young	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Male	low	low	developed	 <=50K
